IPR000001,0
IPR000007,1
IPR000008,2
IPR000014,3
IPR000018,4
IPR000025,5
IPR000033,6
IPR000046,7
IPR000048,8
IPR000057,9
IPR000068,10
IPR000073,11
IPR000076,12
IPR000082,13
IPR000086,14
IPR000095,15
IPR000101,16
IPR000105,17
IPR000109,18
IPR000112,19
IPR000133,20
IPR000141,21
IPR000142,22
IPR000147,23
IPR000152,24
IPR000155,25
IPR000156,26
IPR000157,27
IPR000159,28
IPR000161,29
IPR000162,30
IPR000174,31
IPR000175,32
IPR000180,33
IPR000182,34
IPR000184,35
IPR000190,36
IPR000194,37
IPR000195,38
IPR000198,39
IPR000202,40
IPR000203,41
IPR000204,42
IPR000209,43
IPR000210,44
IPR000219,45
IPR000225,46
IPR000233,47
IPR000237,48
IPR000239,49
IPR000242,50
IPR000245,51
IPR000248,52
IPR000261,53
IPR000269,54
IPR000272,55
IPR000276,56
IPR000294,57
IPR000296,58
IPR000299,59
IPR000300,60
IPR000301,61
IPR000306,62
IPR000314,63
IPR000315,64
IPR000320,65
IPR000321,66
IPR000322,67
IPR000323,68
IPR000326,69
IPR000331,70
IPR000332,71
IPR000333,72
IPR000337,73
IPR000351,74
IPR000353,75
IPR000355,76
IPR000356,77
IPR000363,78
IPR000369,79
IPR000370,80
IPR000372,81
IPR000374,82
IPR000375,83
IPR000377,84
IPR000378,85
IPR000387,86
IPR000388,87
IPR000393,88
IPR000402,89
IPR000403,90
IPR000405,91
IPR000407,92
IPR000408,93
IPR000409,94
IPR000413,95
IPR000421,96
IPR000425,97
IPR000433,98
IPR000434,99
IPR000436,100
IPR000450,101
IPR000452,102
IPR000460,103
IPR000462,104
IPR000469,105
IPR000472,106
IPR000479,107
IPR000482,108
IPR000483,109
IPR000488,110
IPR000493,111
IPR000494,112
IPR000496,113
IPR000497,114
IPR000499,115
IPR000500,116
IPR000503,117
IPR000505,118
IPR000507,119
IPR000519,120
IPR000536,121
IPR000537,122
IPR000538,123
IPR000539,124
IPR000542,125
IPR000547,126
IPR000548,127
IPR000555,128
IPR000560,129
IPR000562,130
IPR000569,131
IPR000577,132
IPR000582,133
IPR000584,134
IPR000585,135
IPR000586,136
IPR000587,137
IPR000591,138
IPR000595,139
IPR000596,140
IPR000601,141
IPR000608,142
IPR000610,143
IPR000611,144
IPR000615,145
IPR000621,146
IPR000622,147
IPR000626,148
IPR000628,149
IPR000633,150
IPR000639,151
IPR000640,152
IPR000642,153
IPR000644,154
IPR000648,155
IPR000651,156
IPR000670,157
IPR000672,158
IPR000681,159
IPR000697,160
IPR000699,161
IPR000700,162
IPR000701,163
IPR000708,164
IPR000715,165
IPR000716,166
IPR000718,167
IPR000719,168
IPR000720,169
IPR000723,170
IPR000725,171
IPR000727,172
IPR000731,173
IPR000732,174
IPR000734,175
IPR000735,176
IPR000742,177
IPR000744,178
IPR000749,179
IPR000753,180
IPR000756,181
IPR000760,182
IPR000768,183
IPR000772,184
IPR000778,185
IPR000782,186
IPR000795,187
IPR000798,188
IPR000799,189
IPR000800,190
IPR000804,191
IPR000810,192
IPR000820,193
IPR000826,194
IPR000830,195
IPR000832,196
IPR000834,197
IPR000844,198
IPR000859,199
IPR000863,200
IPR000867,201
IPR000873,202
IPR000884,203
IPR000891,204
IPR000906,205
IPR000907,206
IPR000909,207
IPR000913,208
IPR000920,209
IPR000928,210
IPR000929,211
IPR000935,212
IPR000938,213
IPR000945,214
IPR000956,215
IPR000961,216
IPR000973,217
IPR000979,218
IPR000980,219
IPR000984,220
IPR000987,221
IPR000994,222
IPR000995,223
IPR000996,224
IPR000997,225
IPR000998,226
IPR001003,227
IPR001004,228
IPR001005,229
IPR001006,230
IPR001007,231
IPR001012,232
IPR001013,233
IPR001015,234
IPR001019,235
IPR001024,236
IPR001033,237
IPR001039,238
IPR001041,239
IPR001046,240
IPR001050,241
IPR001053,242
IPR001054,243
IPR001060,244
IPR001065,245
IPR001068,246
IPR001069,247
IPR001084,248
IPR001090,249
IPR001094,250
IPR001096,251
IPR001102,252
IPR001104,253
IPR001105,254
IPR001107,255
IPR001108,256
IPR001112,257
IPR001115,258
IPR001116,259
IPR001128,260
IPR001129,261
IPR001131,262
IPR001135,263
IPR001139,264
IPR001148,265
IPR001158,266
IPR001164,267
IPR001168,268
IPR001170,269
IPR001171,270
IPR001173,271
IPR001180,272
IPR001183,273
IPR001184,274
IPR001186,275
IPR001187,276
IPR001190,277
IPR001192,278
IPR001194,279
IPR001195,280
IPR001199,281
IPR001202,282
IPR001204,283
IPR001206,284
IPR001211,285
IPR001224,286
IPR001231,287
IPR001234,288
IPR001237,289
IPR001244,290
IPR001245,291
IPR001247,292
IPR001251,293
IPR001254,294
IPR001256,295
IPR001258,296
IPR001263,297
IPR001265,298
IPR001274,299
IPR001277,300
IPR001279,301
IPR001283,302
IPR001285,303
IPR001292,304
IPR001293,305
IPR001298,306
IPR001303,307
IPR001304,308
IPR001314,309
IPR001315,310
IPR001320,311
IPR001322,312
IPR001331,313
IPR001350,314
IPR001358,315
IPR001359,316
IPR001360,317
IPR001365,318
IPR001368,319
IPR001375,320
IPR001382,321
IPR001388,322
IPR001390,323
IPR001392,324
IPR001394,325
IPR001397,326
IPR001401,327
IPR001402,328
IPR001414,329
IPR001418,330
IPR001420,331
IPR001422,332
IPR001423,333
IPR001426,334
IPR001429,335
IPR001431,336
IPR001432,337
IPR001433,338
IPR001435,339
IPR001439,340
IPR001440,341
IPR001441,342
IPR001446,343
IPR001452,344
IPR001458,345
IPR001461,346
IPR001478,347
IPR001493,348
IPR001496,349
IPR001503,350
IPR001504,351
IPR001506,352
IPR001507,353
IPR001508,354
IPR001512,355
IPR001513,356
IPR001520,357
IPR001521,358
IPR001522,359
IPR001548,360
IPR001551,361
IPR001556,362
IPR001560,363
IPR001562,364
IPR001571,365
IPR001573,366
IPR001578,367
IPR001580,368
IPR001589,369
IPR001590,370
IPR001594,371
IPR001599,372
IPR001605,373
IPR001609,374
IPR001610,375
IPR001611,376
IPR001612,377
IPR001619,378
IPR001620,379
IPR001623,380
IPR001627,381
IPR001628,382
IPR001634,383
IPR001642,384
IPR001644,385
IPR001650,386
IPR001657,387
IPR001658,388
IPR001660,389
IPR001666,390
IPR001671,391
IPR001675,392
IPR001680,393
IPR001681,394
IPR001683,395
IPR001696,396
IPR001708,397
IPR001709,398
IPR001711,399
IPR001715,400
IPR001717,401
IPR001718,402
IPR001723,403
IPR001734,404
IPR001736,405
IPR001749,406
IPR001751,407
IPR001757,408
IPR001758,409
IPR001759,410
IPR001760,411
IPR001762,412
IPR001763,413
IPR001767,414
IPR001770,415
IPR001771,416
IPR001772,417
IPR001774,418
IPR001781,419
IPR001786,420
IPR001791,421
IPR001793,422
IPR001799,423
IPR001806,424
IPR001807,425
IPR001810,426
IPR001811,427
IPR001817,428
IPR001818,429
IPR001824,430
IPR001828,431
IPR001834,432
IPR001841,433
IPR001846,434
IPR001849,435
IPR001862,436
IPR001863,437
IPR001870,438
IPR001873,439
IPR001876,440
IPR001879,441
IPR001881,442
IPR001883,443
IPR001884,444
IPR001885,445
IPR001893,446
IPR001895,447
IPR001898,448
IPR001902,449
IPR001908,450
IPR001915,451
IPR001922,452
IPR001923,453
IPR001930,454
IPR001932,455
IPR001933,456
IPR001936,457
IPR001946,458
IPR001949,459
IPR001952,460
IPR001953,461
IPR001966,462
IPR001969,463
IPR001970,464
IPR001972,465
IPR001973,466
IPR001991,467
IPR002000,468
IPR002011,469
IPR002014,470
IPR002017,471
IPR002018,472
IPR002030,473
IPR002031,474
IPR002035,475
IPR002048,476
IPR002049,477
IPR002060,478
IPR002062,479
IPR002067,480
IPR002073,481
IPR002074,482
IPR002076,483
IPR002077,484
IPR002083,485
IPR002090,486
IPR002108,487
IPR002110,488
IPR002113,489
IPR002120,490
IPR002122,491
IPR002123,492
IPR002126,493
IPR002129,494
IPR002130,495
IPR002131,496
IPR002144,497
IPR002147,498
IPR002153,499
IPR002154,500
IPR002159,501
IPR002165,502
IPR002167,503
IPR002170,504
IPR002172,505
IPR002175,506
IPR002181,507
IPR002185,508
IPR002202,509
IPR002208,510
IPR002211,511
IPR002219,512
IPR002223,513
